station_id,complex_id,gtfs_stop_id,division,line,station_name,borough_name,daytime_routes,structure,north_direction_label,south_direction_label,station_lat,station_lon,station_geom
371,371,613,IRT,Pelham,Hunts Point Av,Bronx,6,Subway,Pelham Bay Park,Manhattan,40.820948,-73.890549,POINT(-73.890549 40.820948)
372,372,614,IRT,Pelham,Longwood Av,Bronx,6,Subway,Pelham Bay Park,Manhattan,40.816104,-73.896435,POINT(-73.896435 40.816104)
373,373,615,IRT,Pelham,E 149 St,Bronx,6,Subway,Pelham Bay Park,Manhattan,40.812118,-73.904098,POINT(-73.904098 40.812118)
374,374,616,IRT,Pelham,E 143 St - St Mary's St,Bronx,6,Subway,Pelham Bay Park,Manhattan,40.808719,-73.907657,POINT(-73.907657 40.808719)
375,375,617,IRT,Pelham,Cypress Av,Bronx,6,Subway,Pelham Bay Park,Manhattan,40.805368,-73.914042,POINT(-73.914042 40.805368)
376,376,618,IRT,Pelham,Brook Av,Bronx,6,Subway,Pelham Bay Park,Manhattan,40.807566,-73.91924,POINT(-73.91924 40.807566)
377,377,619,IRT,Pelham,3 Av - 138 St,Bronx,6,Subway,Pelham Bay Park,Manhattan,40.810476,-73.926138,POINT(-73.926138 40.810476)
378,378,401,IRT,Jerome Av,Woodlawn,Bronx,4,Elevated,,Manhattan,40.886037,-73.878751,POINT(-73.878751 40.886037)
379,379,402,IRT,Jerome Av,Mosholu Pkwy,Bronx,4,Elevated,Woodlawn,Manhattan,40.87975,-73.884655,POINT(-73.884655 40.87975)
380,380,405,IRT,Jerome Av,Bedford Park Blvd - Lehman College,Bronx,4,Elevated,Woodlawn,Manhattan,40.873412,-73.890064,POINT(-73.890064 40.873412)
381,381,406,IRT,Jerome Av,Kingsbridge Rd,Bronx,4,Elevated,Woodlawn,Manhattan,40.86776,-73.897174,POINT(-73.897174 40.86776)
382,382,407,IRT,Jerome Av,Fordham Rd,Bronx,4,Elevated,Woodlawn,Manhattan,40.862803,-73.901034,POINT(-73.901034 40.862803)
383,383,408,IRT,Jerome Av,183 St,Bronx,4,Elevated,Woodlawn,Manhattan,40.858407,-73.903879,POINT(-73.903879 40.858407)
384,384,409,IRT,Jerome Av,Burnside Av,Bronx,4,Elevated,Woodlawn,Manhattan,40.853453,-73.907684,POINT(-73.907684 40.853453)
385,385,410,IRT,Jerome Av,176 St,Bronx,4,Elevated,Woodlawn,Manhattan,40.84848,-73.911794,POINT(-73.911794 40.84848)
386,386,411,IRT,Jerome Av,Mt Eden Av,Bronx,4,Elevated,Woodlawn,Manhattan,40.844434,-73.914685,POINT(-73.914685 40.844434)
387,387,412,IRT,Jerome Av,170 St,Bronx,4,Elevated,Woodlawn,Manhattan,40.840075,-73.917791,POINT(-73.917791 40.840075)
388,388,413,IRT,Jerome Av,167 St,Bronx,4,Elevated,Woodlawn,Manhattan,40.835537,-73.9214,POINT(-73.9214 40.835537)
389,604,414,IRT,Jerome Av,161 St - Yankee Stadium,Bronx,4,Elevated,Woodlawn,Manhattan,40.827994,-73.925831,POINT(-73.925831 40.827994)
390,603,415,IRT,Jerome Av,149 St - Grand Concourse,Bronx,4,Subway,Woodlawn,Manhattan,40.818375,-73.927351,POINT(-73.927351 40.818375)
391,391,416,IRT,Jerome Av,138 St - Grand Concourse,Bronx,4 5,Subway,Woodlawn - Eastchester Dyre Av,Manhattan,40.813224,-73.929849,POINT(-73.929849 40.813224)
392,392,621,IRT,Lexington Av,125 St,Manhattan,4 5 6,Subway,The Bronx,Downtown & Brooklyn,40.804138,-73.937594,POINT(-73.937594 40.804138)
393,393,622,IRT,Lexington Av,116 St,Manhattan,6,Subway,Uptown & The Bronx,Downtown,40.798629,-73.941617,POINT(-73.941617 40.798629)
394,394,623,IRT,Lexington Av,110 St,Manhattan,6,Subway,Uptown & The Bronx,Downtown,40.79502,-73.94425,POINT(-73.94425 40.79502)
395,395,624,IRT,Lexington Av,103 St,Manhattan,6,Subway,Uptown & The Bronx,Downtown,40.7906,-73.947478,POINT(-73.947478 40.7906)
396,396,625,IRT,Lexington Av,96 St,Manhattan,6,Subway,Uptown & The Bronx,Downtown,40.785672,-73.95107,POINT(-73.95107 40.785672)
397,397,626,IRT,Lexington Av,86 St,Manhattan,4 5 6,Subway,Uptown & The Bronx,Downtown & Brooklyn,40.779492,-73.955589,POINT(-73.955589 40.779492)
398,398,627,IRT,Lexington Av,77 St,Manhattan,6,Subway,Uptown & The Bronx,Downtown,40.77362,-73.959874,POINT(-73.959874 40.77362)
399,399,628,IRT,Lexington Av,68 St - Hunter College,Manhattan,6,Subway,Uptown & The Bronx,Downtown,40.768141,-73.96387,POINT(-73.96387 40.768141)
400,613,629,IRT,Lexington Av,59 St,Manhattan,4 5 6,Subway,Uptown & The Bronx,Downtown & Brooklyn,40.762526,-73.967967,POINT(-73.967967 40.762526)
401,612,630,IRT,Lexington Av,51 St,Manhattan,6,Subway,Uptown & The Bronx,Downtown,40.757107,-73.97192,POINT(-73.97192 40.757107)
402,610,631,IRT,Lexington Av,Grand Central - 42 St,Manhattan,4 5 6,Subway,Uptown & The Bronx,Downtown & Brooklyn,40.751776,-73.976848,POINT(-73.976848 40.751776)
403,403,632,IRT,Lexington Av,33 St,Manhattan,6,Subway,Uptown & The Bronx,Downtown,40.746081,-73.982076,POINT(-73.982076 40.746081)
404,404,633,IRT,Lexington Av,28 St,Manhattan,6,Subway,Uptown & The Bronx,Downtown,40.74307,-73.984264,POINT(-73.984264 40.74307)
405,405,634,IRT,Lexington Av,23 St,Manhattan,6,Subway,Uptown & The Bronx,Downtown,40.739864,-73.986599,POINT(-73.986599 40.739864)
406,602,635,IRT,Lexington Av,14 St - Union Sq,Manhattan,4 5 6,Subway,Uptown & The Bronx,Downtown & Brooklyn,40.734673,-73.989951,POINT(-73.989951 40.734673)
407,407,636,IRT,Lexington Av,Astor Pl,Manhattan,6,Subway,Uptown & The Bronx,Downtown,40.730054,-73.99107,POINT(-73.99107 40.730054)
408,619,637,IRT,Lexington Av,Bleecker St,Manhattan,6,Subway,Uptown & The Bronx,Downtown,40.725915,-73.994659,POINT(-73.994659 40.725915)
409,409,638,IRT,Lexington Av,Spring St,Manhattan,6,Subway,Uptown & The Bronx,Downtown,40.722301,-73.997141,POINT(-73.997141 40.722301)
410,623,639,IRT,Lexington Av,Canal St,Manhattan,6,Subway,Uptown & The Bronx,Downtown,40.718803,-74.000193,POINT(-74.000193 40.718803)
411,622,640,IRT,Lexington Av,Brooklyn Bridge - City Hall,Manhattan,4 5 6,Subway,Uptown & The Bronx,Downtown & Brooklyn,40.713065,-74.004131,POINT(-74.004131 40.713065)
412,628,418,IRT,Lexington Av,Fulton St,Manhattan,4 5,Subway,Uptown & The Bronx,Downtown & Brooklyn,40.710368,-74.009509,POINT(-74.009509 40.710368)
413,413,419,IRT,Lexington Av,Wall St,Manhattan,4 5,Subway,Uptown & The Bronx,Downtown & Brooklyn,40.707557,-74.011862,POINT(-74.011862 40.707557)
414,414,420,IRT,Lexington Av,Bowling Green,Manhattan,4 5,Subway,Uptown & The Bronx,Brooklyn,40.704817,-74.014065,POINT(-74.014065 40.704817)
415,620,423,IRT,Eastern Pky,Borough Hall,Brooklyn,4 5,Subway,Manhattan,Flatbush - Utica,40.692404,-73.990151,POINT(-73.990151 40.692404)
416,416,201,IRT,Lenox - White Plains Rd,Wakefield - 241 St,Bronx,2,Elevated,,Manhattan,40.903125,-73.85062,POINT(-73.85062 40.903125)
417,417,204,IRT,Lenox - White Plains Rd,Nereid Av,Bronx,2 5,Elevated,Wakefield - 241 St,Manhattan,40.898379,-73.854376,POINT(-73.854376 40.898379)
418,418,205,IRT,Lenox - White Plains Rd,233 St,Bronx,2 5,Elevated,Wakefield - 241 St,Manhattan,40.893193,-73.857473,POINT(-73.857473 40.893193)
419,419,206,IRT,Lenox - White Plains Rd,225 St,Bronx,2 5,Elevated,Wakefield - 241 St,Manhattan,40.888022,-73.860341,POINT(-73.860341 40.888022)
420,420,207,IRT,Lenox - White Plains Rd,219 St,Bronx,2 5,Elevated,Wakefield - 241 St,Manhattan,40.883895,-73.862633,POINT(-73.862633 40.883895)
421,421,208,IRT,Lenox - White Plains Rd,Gun Hill Rd,Bronx,2 5,Elevated,Wakefield - 241 St,Manhattan,40.87785,-73.866256,POINT(-73.866256 40.87785)
422,422,209,IRT,Lenox - White Plains Rd,Burke Av,Bronx,2 5,Elevated,Wakefield - 241 St,Manhattan,40.871356,-73.867164,POINT(-73.867164 40.871356)
423,423,210,IRT,Lenox - White Plains Rd,Allerton Av,Bronx,2 5,Elevated,Wakefield - 241 St,Manhattan,40.865462,-73.867352,POINT(-73.867352 40.865462)
424,424,211,IRT,Lenox - White Plains Rd,Pelham Pkwy,Bronx,2 5,Elevated,Wakefield - 241 St,Manhattan,40.857192,-73.867615,POINT(-73.867615 40.857192)
425,425,212,IRT,Lenox - White Plains Rd,Bronx Park East,Bronx,2 5,Elevated,Wakefield - 241 St,Manhattan,40.848828,-73.868457,POINT(-73.868457 40.848828)
426,426,213,IRT,Lenox - White Plains Rd,E 180 St,Bronx,2 5,Elevated,Wakefield - Eastchester,Manhattan,40.841894,-73.873488,POINT(-73.873488 40.841894)
427,427,214,IRT,Lenox - White Plains Rd,West Farms Sq - E Tremont Av,Bronx,2 5,Elevated,Wakefield - Eastchester,Manhattan,40.840295,-73.880049,POINT(-73.880049 40.840295)
428,428,215,IRT,Lenox - White Plains Rd,174 St,Bronx,2 5,Elevated,Wakefield - Eastchester,Manhattan,40.837288,-73.887734,POINT(-73.887734 40.837288)
429,429,216,IRT,Lenox - White Plains Rd,Freeman St,Bronx,2 5,Elevated,Wakefield - Eastchester,Manhattan,40.829993,-73.891865,POINT(-73.891865 40.829993)
430,430,217,IRT,Lenox - White Plains Rd,Simpson St,Bronx,2 5,Elevated,Wakefield - Eastchester,Manhattan,40.824073,-73.893064,POINT(-73.893064 40.824073)
431,431,218,IRT,Lenox - White Plains Rd,Intervale Av,Bronx,2 5,Elevated,Wakefield - Eastchester,Manhattan,40.822181,-73.896736,POINT(-73.896736 40.822181)
432,432,219,IRT,Lenox - White Plains Rd,Prospect Av,Bronx,2 5,Elevated,Wakefield - Eastchester,Manhattan,40.819585,-73.90177,POINT(-73.90177 40.819585)
433,433,220,IRT,Lenox - White Plains Rd,Jackson Av,Bronx,2 5,Elevated,Wakefield - Eastchester,Manhattan,40.81649,-73.907807,POINT(-73.907807 40.81649)
434,434,221,IRT,Lenox - White Plains Rd,3 Av - 149 St,Bronx,2 5,Subway,Wakefield - Eastchester,Manhattan,40.816109,-73.917757,POINT(-73.917757 40.816109)
435,603,222,IRT,Lenox - White Plains Rd,149 St - Grand Concourse,Bronx,2 5,Subway,Wakefield - Eastchester,Manhattan,40.81841,-73.926718,POINT(-73.926718 40.81841)
436,436,301,IRT,Lenox - White Plains Rd,Harlem - 148 St,Manhattan,3,Subway,,Downtown & Brooklyn,40.82388,-73.93647,POINT(-73.93647 40.82388)
437,437,302,IRT,Lenox - White Plains Rd,145 St,Manhattan,3,Subway,148 St,Downtown & Brooklyn,40.820421,-73.936245,POINT(-73.936245 40.820421)
438,438,224,IRT,Lenox - White Plains Rd,135 St,Manhattan,2 3,Subway,Uptown & The Bronx,Downtown & Brooklyn,40.814229,-73.94077,POINT(-73.94077 40.814229)
439,439,225,IRT,Lenox - White Plains Rd,125 St,Manhattan,2 3,Subway,Uptown & The Bronx,Downtown & Brooklyn,40.807754,-73.945495,POINT(-73.945495 40.807754)
440,440,226,IRT,Lenox - White Plains Rd,116 St,Manhattan,2 3,Subway,Uptown & The Bronx,Downtown & Brooklyn,40.802098,-73.949625,POINT(-73.949625 40.802098)
441,441,227,IRT,Lenox - White Plains Rd,Central Park North (110 St),Manhattan,2 3,Subway,Uptown & The Bronx,Downtown & Brooklyn,40.799075,-73.951822,POINT(-73.951822 40.799075)
442,442,501,IRT,Dyre Av,Eastchester - Dyre Av,Bronx,5,At Grade,,Manhattan,40.8883,-73.830834,POINT(-73.830834 40.8883)
443,443,502,IRT,Dyre Av,Baychester Av,Bronx,5,Open Cut,Eastchester - Dyre Av,Manhattan,40.878663,-73.838591,POINT(-73.838591 40.878663)
444,444,503,IRT,Dyre Av,Gun Hill Rd,Bronx,5,Open Cut,Eastchester - Dyre Av,Manhattan,40.869526,-73.846384,POINT(-73.846384 40.869526)
445,445,504,IRT,Dyre Av,Pelham Pkwy,Bronx,5,Open Cut,Eastchester - Dyre Av,Manhattan,40.858985,-73.855359,POINT(-73.855359 40.858985)
446,446,505,IRT,Dyre Av,Morris Park,Bronx,5,Open Cut,Eastchester - Dyre Av,Manhattan,40.854364,-73.860495,POINT(-73.860495 40.854364)
447,447,701,IRT,Flushing,Flushing - Main St,Queens,7,Subway,,Manhattan,40.7596,-73.83003,POINT(-73.83003 40.7596)
448,448,702,IRT,Flushing,Mets - Willets Point,Queens,7,Elevated,Flushing,Manhattan,40.754622,-73.845625,POINT(-73.845625 40.754622)
449,449,705,IRT,Flushing,111 St,Queens,7,Elevated,Flushing,Manhattan,40.75173,-73.855334,POINT(-73.855334 40.75173)
450,450,706,IRT,Flushing,103 St - Corona Plaza,Queens,7,Elevated,Flushing,Manhattan,40.749865,-73.8627,POINT(-73.8627 40.749865)
451,451,707,IRT,Flushing,Junction Blvd,Queens,7,Elevated,Flushing,Manhattan,40.749145,-73.869527,POINT(-73.869527 40.749145)
452,452,708,IRT,Flushing,90 St - Elmhurst Av,Queens,7,Elevated,Flushing,Manhattan,40.748408,-73.876613,POINT(-73.876613 40.748408)
453,453,709,IRT,Flushing,82 St - Jackson Hts,Queens,7,Elevated,Flushing,Manhattan,40.747659,-73.883697,POINT(-73.883697 40.747659)
454,616,710,IRT,Flushing,74 St - Broadway,Queens,7,Elevated,Flushing,Manhattan,40.746848,-73.891394,POINT(-73.891394 40.746848)
455,455,711,IRT,Flushing,69 St,Queens,7,Elevated,Flushing,Manhattan,40.746325,-73.896403,POINT(-73.896403 40.746325)
456,456,712,IRT,Flushing,Woodside - 61 St,Queens,7,Elevated,Flushing,Manhattan,40.74563,-73.902984,POINT(-73.902984 40.74563)
457,457,713,IRT,Flushing,52 St,Queens,7,Elevated,Flushing,Manhattan,40.744149,-73.912549,POINT(-73.912549 40.744149)
458,458,714,IRT,Flushing,46 St,Queens,7,Elevated,Flushing,Manhattan,40.743132,-73.918435,POINT(-73.918435 40.743132)
459,459,715,IRT,Flushing,40 St,Queens,7,Elevated,Flushing,Manhattan,40.743781,-73.924016,POINT(-73.924016 40.743781)
460,460,716,IRT,Flushing,33 St,Queens,7,Elevated,Flushing,Manhattan,40.744587,-73.930997,POINT(-73.930997 40.744587)
461,461,R09,BMT,Astoria,Queensboro Plaza,Queens,N W,Elevated,Astoria - Flushing,Manhattan,40.750582,-73.940202,POINT(-73.940202 40.750582)
461,461,718,IRT,Flushing,Queensboro Plaza,Queens,7,Elevated,Astoria - Flushing,Manhattan,40.750582,-73.940202,POINT(-73.940202 40.750582)
462,606,719,IRT,Flushing,Court Sq,Queens,7,Elevated,Flushing,Manhattan,40.747023,-73.945264,POINT(-73.945264 40.747023)
463,463,720,IRT,Flushing,Hunters Point Av,Queens,7,Subway,Flushing,Manhattan,40.742216,-73.948916,POINT(-73.948916 40.742216)
464,464,721,IRT,Flushing,Vernon Blvd - Jackson Av,Queens,7,Subway,Flushing,Manhattan,40.742626,-73.953581,POINT(-73.953581 40.742626)
465,610,723,IRT,Flushing,Grand Central - 42 St,Manhattan,7,Subway,Queens,34 St - Hudson Yards,40.751431,-73.976041,POINT(-73.976041 40.751431)
466,609,724,IRT,Flushing,5 Av,Manhattan,7,Subway,Queens,34 St - Hudson Yards,40.753821,-73.981963,POINT(-73.981963 40.753821)
467,611,725,IRT,Flushing,Times Sq - 42 St,Manhattan,7,Subway,Queens,34 St - Hudson Yards,40.755477,-73.987691,POINT(-73.987691 40.755477)
468,611,902,IRT,Lexington - Shuttle,Times Sq - 42 St,Manhattan,S,Subway,,Grand Central,40.755983,-73.986229,POINT(-73.986229 40.755983)
469,610,901,IRT,Lexington - Shuttle,Grand Central - 42 St,Manhattan,S,Subway,Times Sq,,40.752769,-73.979189,POINT(-73.979189 40.752769)
471,471,726,IRT,Flushing,34 St - 11 Av,Manhattan,7,Subway,Queens,,40.755882,-74.00191,POINT(-74.00191 40.755882)
475,475,Q05,IND,Second Av,96 St,Manhattan,Q,Subway,,Downtown & Brooklyn,40.784318,-73.947152,POINT(-73.947152 40.784318)
476,476,Q04,IND,Second Av,86 St,Manhattan,Q,Subway,Uptown,Downtown & Brooklyn,40.777891,-73.951787,POINT(-73.951787 40.777891)
477,477,Q03,IND,Second Av,72 St,Manhattan,Q,Subway,Uptown,Downtown & Brooklyn,40.768799,-73.958424,POINT(-73.958424 40.768799)
501,501,S31,SIR,Staten Island,St George,Staten Island,SIR,Open Cut,,Tottenville,40.643748,-74.073643,POINT(-74.073643 40.643748)
502,502,S30,SIR,Staten Island,Tompkinsville,Staten Island,SIR,At Grade,St George,Tottenville,40.636949,-74.074835,POINT(-74.074835 40.636949)
503,503,S29,SIR,Staten Island,Stapleton,Staten Island,SIR,Elevated,St George,Tottenville,40.627915,-74.075162,POINT(-74.075162 40.627915)
504,504,S28,SIR,Staten Island,Clifton,Staten Island,SIR,Elevated,St George,Tottenville,40.621319,-74.071402,POINT(-74.071402 40.621319)
505,505,S27,SIR,Staten Island,Grasmere,Staten Island,SIR,Open Cut,St George,Tottenville,40.603117,-74.084087,POINT(-74.084087 40.603117)
506,506,S26,SIR,Staten Island,Old Town,Staten Island,SIR,Embankment,St George,Tottenville,40.596612,-74.087368,POINT(-74.087368 40.596612)
507,507,S25,SIR,Staten Island,Dongan Hills,Staten Island,SIR,Embankment,St George,Tottenville,40.588849,-74.09609,POINT(-74.09609 40.588849)
508,508,S24,SIR,Staten Island,Jefferson Av,Staten Island,SIR,Embankment,St George,Tottenville,40.583591,-74.103338,POINT(-74.103338 40.583591)
509,509,S23,SIR,Staten Island,Grant City,Staten Island,SIR,Open Cut,St George,Tottenville,40.578965,-74.109704,POINT(-74.109704 40.578965)
510,510,S22,SIR,Staten Island,New Dorp,Staten Island,SIR,Open Cut,St George,Tottenville,40.57348,-74.11721,POINT(-74.11721 40.57348)
511,511,S21,SIR,Staten Island,Oakwood Heights,Staten Island,SIR,Open Cut,St George,Tottenville,40.56511,-74.12632,POINT(-74.12632 40.56511)
512,512,S20,SIR,Staten Island,Bay Terrace,Staten Island,SIR,Embankment,St George,Tottenville,40.5564,-74.136907,POINT(-74.136907 40.5564)
513,513,S19,SIR,Staten Island,Great Kills,Staten Island,SIR,Open Cut,St George,Tottenville,40.551231,-74.151399,POINT(-74.151399 40.551231)
514,514,S18,SIR,Staten Island,Eltingville,Staten Island,SIR,Embankment,St George,Tottenville,40.544601,-74.16457,POINT(-74.16457 40.544601)
515,515,S17,SIR,Staten Island,Annadale,Staten Island,SIR,Open Cut,St George,Tottenville,40.54046,-74.178217,POINT(-74.178217 40.54046)
516,516,S16,SIR,Staten Island,Huguenot,Staten Island,SIR,Open Cut,St George,Tottenville,40.533674,-74.191794,POINT(-74.191794 40.533674)
517,517,S15,SIR,Staten Island,Prince's Bay,Staten Island,SIR,Open Cut,St George,Tottenville,40.525507,-74.200064,POINT(-74.200064 40.525507)
518,518,S14,SIR,Staten Island,Pleasant Plains,Staten Island,SIR,Embankment,St George,Tottenville,40.52241,-74.217847,POINT(-74.217847 40.52241)
519,519,S13,SIR,Staten Island,Richmond Valley,Staten Island,SIR,Open Cut,St George,Tottenville,40.519631,-74.229141,POINT(-74.229141 40.519631)
522,522,S09,SIR,Staten Island,Tottenville,Staten Island,SIR,At Grade,St George,,40.512764,-74.251961,POINT(-74.251961 40.512764)
523,523,S11,SIR,Staten Island,Arthur Kill,Staten Island,SIR,At Grade,St George,Tottenville,40.516578,-74.242096,POINT(-74.242096 40.516578)
